Soil_Type,Crop
Laterite Soil,Cashew Nut
Laterite Soil,Millets
Laterite Soil,Millets
Laterite Soil,Millets
Laterite Soil,Millets
Laterite Soil,Millets
Laterite Soil,Millets
Laterite Soil,Millets
Laterite Soil,Millets
Laterite Soil,Millets
Laterite Soil,Millets
Laterite Soil,Millets
Laterite Soil,Millets
Laterite Soil,Millets
Laterite Soil,Millets
Laterite Soil,Millets
Laterite Soil,Millets
Laterite Soil,Millets
Laterite Soil,Millets
Laterite Soil,Millets
Laterite Soil,Millets
Laterite Soil,Millets
Laterite Soil,Millets
Laterite Soil,Millets
Laterite Soil,Millets
Laterite Soil,Millets
Laterite Soil,Pulses
Laterite Soil,Pulses
Laterite Soil,Pulses
Laterite Soil,Pulses
Laterite Soil,Pulses
Laterite Soil,Pulses
Laterite Soil,Pulses
Laterite Soil,Pulses
Laterite Soil,Pulses
Laterite Soil,Pulses
Laterite Soil,Pulses
Laterite Soil,Pulses
Laterite Soil,Pulses
Laterite Soil,Pulses
Laterite Soil,Pulses
Laterite Soil,Pulses
Laterite Soil,Pulses
Laterite Soil,Pulses
Laterite Soil,Pulses
Laterite Soil,Pulses
Laterite Soil,Pulses
Laterite Soil,Pulses
Laterite Soil,Pulses
Laterite Soil,Pulses
Laterite Soil,Pulses
Laterite Soil,Root Crops
Laterite Soil,Root Crops
Laterite Soil,Root Crops
Laterite Soil,Root Crops
Laterite Soil,Root Crops
Laterite Soil,Root Crops
Laterite Soil,Root Crops
Laterite Soil,Root Crops
Laterite Soil,Root Crops
Laterite Soil,Root Crops
Laterite Soil,Root Crops
Laterite Soil,Root Crops
Laterite Soil,Root Crops
Laterite Soil,Root Crops
Laterite Soil,Root Crops
Laterite Soil,Root Crops
Laterite Soil,Root Crops
Laterite Soil,Root Crops
Laterite Soil,Root Crops
Laterite Soil,Root Crops
Laterite Soil,Root Crops
Laterite Soil,Root Crops
Laterite Soil,Root Crops
Laterite Soil,Root Crops
Laterite Soil,Root Crops
Laterite Soil,Coffee
Laterite Soil,Coffee
Laterite Soil,Coffee
Laterite Soil,Coffee
Laterite Soil,Coffee
Laterite Soil,Coffee
Laterite Soil,Coffee
Laterite Soil,Coffee
Laterite Soil,Coffee
Laterite Soil,Coffee
Laterite Soil,Coffee
Laterite Soil,Coffee
Laterite Soil,Coffee
Laterite Soil,Coffee
Laterite Soil,Coffee
Laterite Soil,Coffee
Laterite Soil,Coffee
Laterite Soil,Coffee
Laterite Soil,Coffee
Laterite Soil,Coffee
Laterite Soil,Coffee
Laterite Soil,Coffee
Laterite Soil,Coffee
Laterite Soil,Coffee
Laterite Soil,Coffee
